season,week,actual_eliminated,simulated_eliminated,is_correct
6,8,"['Marissa Jaret Winokur', 'Marissa Jaret Winokur', 'Marissa Jaret Winokur', 'Marissa Jaret Winokur', 'Marissa Jaret Winokur', 'Marissa Jaret Winokur', 'Marissa Jaret Winokur', 'Marissa Jaret Winokur', 'Marissa Jaret Winokur', 'Mario', 'Mario', 'Mario', 'Mario', 'Mario', 'Mario', 'Mario', 'Mario']",Marissa Jaret Winokur,True
6,9,"['Marissa Jaret Winokur', 'Marissa Jaret Winokur', 'Marissa Jaret Winokur', 'Marissa Jaret Winokur', 'Marissa Jaret Winokur', 'Marissa Jaret Winokur', 'Marissa Jaret Winokur', 'Marissa Jaret Winokur', 'Marissa Jaret Winokur']",Marissa Jaret Winokur,True
7,1,"['Ted McGinley', 'Jeffrey Ross', 'Rocco DiSpirito', 'Rocco DiSpirito', 'Rocco DiSpirito', 'Rocco DiSpirito', 'Susan Lucci', 'Susan Lucci', 'Susan Lucci', 'Susan Lucci', 'Kim Kardashian', 'Kim Kardashian', 'Susan Lucci', 'Susan Lucci', 'Susan Lucci', 'Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Toni Braxton', 'Toni Braxton', 'Toni Braxton', 'Toni Braxton', 'Toni Braxton', 'Cloris Leachman', 'Cloris Leachman', 'Cloris Leachman', 'Cloris Leachman', 'Cloris Leachman', 'Cloris Leachman']",Jeffrey Ross,True
7,2,"['Kim Kardashian', 'Kim Kardashian', 'Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Susan Lucci', 'Susan Lucci', 'Susan Lucci', 'Susan Lucci', 'Susan Lucci', 'Susan Lucci', 'Susan Lucci', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Toni Braxton', 'Toni Braxton', 'Toni Braxton', 'Toni Braxton', 'Toni Braxton', 'Rocco DiSpirito', 'Rocco DiSpirito', 'Rocco DiSpirito', 'Rocco DiSpirito', 'Cloris Leachman', 'Cloris Leachman', 'Cloris Leachman', 'Cloris Leachman', 'Cloris Leachman', 'Cloris Leachman']",Misty May-Treanor,False
7,3,"['Susan Lucci', 'Susan Lucci', 'Susan Lucci', 'Susan Lucci', 'Susan Lucci', 'Susan Lucci', 'Susan Lucci', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Toni Braxton', 'Toni Braxton', 'Toni Braxton', 'Toni Braxton', 'Toni Braxton', 'Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Rocco DiSpirito', 'Rocco DiSpirito', 'Rocco DiSpirito', 'Rocco DiSpirito', 'Cloris Leachman', 'Cloris Leachman', 'Cloris Leachman', 'Cloris Leachman', 'Cloris Leachman', 'Cloris Leachman']",Susan Lucci,True
7,4,"['Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Toni Braxton', 'Toni Braxton', 'Toni Braxton', 'Toni Braxton', 'Toni Braxton', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Susan Lucci', 'Susan Lucci', 'Susan Lucci', 'Susan Lucci', 'Susan Lucci', 'Susan Lucci', 'Susan Lucci', 'Rocco DiSpirito', 'Rocco DiSpirito', 'Rocco DiSpirito', 'Rocco DiSpirito', 'Cloris Leachman', 'Cloris Leachman', 'Cloris Leachman', 'Cloris Leachman', 'Cloris Leachman', 'Cloris Leachman']",Maurice Greene,True
7,5,"['Toni Braxton', 'Toni Braxton', 'Toni Braxton', 'Toni Braxton', 'Toni Braxton', 'Susan Lucci', 'Susan Lucci', 'Susan Lucci', 'Susan Lucci', 'Susan Lucci', 'Susan Lucci', 'Susan Lucci', 'Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cloris Leachman', 'Cloris Leachman', 'Cloris Leachman', 'Cloris Leachman', 'Cloris Leachman', 'Cloris Leachman']",Toni Braxton,True
7,6,"['Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Susan Lucci', 'Susan Lucci', 'Susan Lucci', 'Susan Lucci', 'Susan Lucci', 'Susan Lucci', 'Susan Lucci', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cloris Leachman', 'Cloris Leachman', 'Cloris Leachman', 'Cloris Leachman', 'Cloris Leachman', 'Cloris Leachman']",Maurice Greene,True
7,7,"['Susan Lucci', 'Susan Lucci', 'Susan Lucci', 'Susan Lucci', 'Susan Lucci', 'Susan Lucci', 'Susan Lucci', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Maurice Greene']",Susan Lucci,True
7,8,"['Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Maurice Greene', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley']",Maurice Greene,True
7,9,"['Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley', 'Cody Linley']",Cody Linley,True
8,1,"['Steve Wozniak', 'Steve Wozniak', 'Steve Wozniak', 'Steve Wozniak', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Lawrence Taylor', 'Lawrence Taylor', 'Lawrence Taylor', 'Lawrence Taylor', 'Lawrence Taylor', 'Lawrence Taylor', 'Lawrence Taylor', 'Steve-O', 'Belinda Carlisle', 'Belinda Carlisle', 'Steve-O', 'Steve-O', 'Steve-O', 'Steve-O', 'Steve-O', 'Denise Richards', 'Denise Richards', 'Denise Richards', 'Holly Madison', 'Holly Madison', 'Holly Madison', 'Holly Madison', 'David Alan Grier', 'David Alan Grier', 'David Alan Grier', 'David Alan Grier', 'David Alan Grier', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim""]",Steve Wozniak,True
8,2,"['Belinda Carlisle', 'Belinda Carlisle', 'David Alan Grier', 'David Alan Grier', 'David Alan Grier', 'Steve Wozniak', 'David Alan Grier', 'David Alan Grier', 'Steve Wozniak', 'Steve Wozniak', 'Steve Wozniak', 'Holly Madison', 'Holly Madison', 'Holly Madison', 'Holly Madison', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Lawrence Taylor', 'Lawrence Taylor', 'Lawrence Taylor', 'Lawrence Taylor', 'Lawrence Taylor', 'Lawrence Taylor', 'Lawrence Taylor', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'Denise Richards', 'Denise Richards', 'Denise Richards', ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", 'Steve-O', 'Steve-O', 'Steve-O', 'Steve-O', 'Steve-O', 'Steve-O']",Belinda Carlisle,True
8,3,"['Denise Richards', 'Denise Richards', 'Denise Richards', 'Holly Madison', 'Holly Madison', 'Holly Madison', 'Holly Madison', 'Lawrence Taylor', 'Lawrence Taylor', 'Lawrence Taylor', 'Lawrence Taylor', 'Lawrence Taylor', 'Lawrence Taylor', 'Lawrence Taylor', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'David Alan Grier', 'David Alan Grier', 'David Alan Grier', 'David Alan Grier', 'David Alan Grier', ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", 'Steve-O', 'Steve-O', 'Steve-O', 'Steve-O', 'Steve-O', 'Steve-O', 'Steve Wozniak', 'Steve Wozniak', 'Steve Wozniak', 'Steve Wozniak']",Denise Richards,True
8,4,"['Holly Madison', 'Holly Madison', 'Holly Madison', 'Holly Madison', 'Lawrence Taylor', 'Lawrence Taylor', 'Lawrence Taylor', 'Lawrence Taylor', 'Lawrence Taylor', 'Lawrence Taylor', 'Lawrence Taylor', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'David Alan Grier', 'David Alan Grier', 'David Alan Grier', 'David Alan Grier', 'David Alan Grier', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", 'Steve-O', 'Steve-O', 'Steve-O', 'Steve-O', 'Steve-O', 'Steve-O', 'Steve Wozniak', 'Steve Wozniak', 'Steve Wozniak', 'Steve Wozniak']",Holly Madison,True
8,5,"['David Alan Grier', 'David Alan Grier', 'David Alan Grier', 'David Alan Grier', 'David Alan Grier', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Lawrence Taylor', 'Lawrence Taylor', 'Lawrence Taylor', 'Lawrence Taylor', 'Lawrence Taylor', 'Lawrence Taylor', 'Lawrence Taylor', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", 'Steve-O', 'Steve-O', 'Steve-O', 'Steve-O', 'Steve-O', 'Steve-O']",David Alan Grier,True
8,6,"['Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'Lawrence Taylor', 'Lawrence Taylor', 'Lawrence Taylor', 'Lawrence Taylor', 'Lawrence Taylor', 'Lawrence Taylor', 'Lawrence Taylor', ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", 'Steve-O', 'Steve-O', 'Steve-O', 'Steve-O', 'Steve-O', 'Steve-O']",Ty Murray,True
8,7,"['Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'Lawrence Taylor', 'Lawrence Taylor', 'Lawrence Taylor', 'Lawrence Taylor', 'Lawrence Taylor', 'Lawrence Taylor', 'Lawrence Taylor']",Ty Murray,True
8,8,"['Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'Chuck Wicks', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim""]",Chuck Wicks,True
8,9,"['Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim"", ""Lil' Kim""]",Ty Murray,True
8,10,"['Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray', 'Ty Murray']",Ty Murray,True
9,1,"['Ashley Hamiliton', 'Macy Gray', 'Kathy Ireland', 'Kathy Ireland', 'Debi Mazar', 'Chuck Liddell', 'Chuck Liddell', 'Debi Mazar', 'Debi Mazar', 'Chuck Liddell', 'Chuck Liddell', 'Melissa Joan Hart', 'Melissa Joan Hart', 'Melissa Joan Hart', 'Melissa Joan Hart', 'Melissa Joan Hart', 'Melissa Joan Hart', 'Louie Vito', 'Natalie Coughlin', 'Natalie Coughlin', 'Natalie Coughlin', 'Louie Vito', 'Louie Vito', 'Louie Vito', 'Louie Vito', 'Louie Vito', 'Natalie Coughlin', 'Natalie Coughlin', 'Mark Dacascos', 'Mark Dacascos', 'Mark Dacascos', 'Mark Dacascos', 'Mark Dacascos', 'Mark Dacascos', 'Mark Dacascos', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Michael Irvin', 'Michael Irvin', 'Michael Irvin', 'Michael Irvin', 'Michael Irvin', 'Michael Irvin', 'Michael Irvin']",Macy Gray,True
9,2,"['Kathy Ireland', 'Kathy Ireland', 'Chuck Liddell', 'Chuck Liddell', 'Chuck Liddell', 'Chuck Liddell', 'Melissa Joan Hart', 'Melissa Joan Hart', 'Melissa Joan Hart', 'Melissa Joan Hart', 'Melissa Joan Hart', 'Melissa Joan Hart', 'Louie Vito', 'Louie Vito', 'Louie Vito', 'Louie Vito', 'Louie Vito', 'Louie Vito', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Debi Mazar', 'Debi Mazar', 'Debi Mazar', 'Natalie Coughlin', 'Natalie Coughlin', 'Natalie Coughlin', 'Natalie Coughlin', 'Natalie Coughlin', 'Mark Dacascos', 'Mark Dacascos', 'Mark Dacascos', 'Mark Dacascos', 'Mark Dacascos', 'Mark Dacascos', 'Mark Dacascos', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Michael Irvin', 'Michael Irvin', 'Michael Irvin', 'Michael Irvin', 'Michael Irvin', 'Michael Irvin', 'Michael Irvin']",Kathy Ireland,True
9,3,"['Debi Mazar', 'Debi Mazar', 'Debi Mazar', 'Chuck Liddell', 'Chuck Liddell', 'Chuck Liddell', 'Chuck Liddell', 'Mark Dacascos', 'Mark Dacascos', 'Mark Dacascos', 'Mark Dacascos', 'Mark Dacascos', 'Mark Dacascos', 'Mark Dacascos', 'Melissa Joan Hart', 'Melissa Joan Hart', 'Melissa Joan Hart', 'Melissa Joan Hart', 'Melissa Joan Hart', 'Melissa Joan Hart', 'Louie Vito', 'Louie Vito', 'Louie Vito', 'Louie Vito', 'Louie Vito', 'Louie Vito', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Natalie Coughlin', 'Natalie Coughlin', 'Natalie Coughlin', 'Natalie Coughlin', 'Natalie Coughlin', 'Michael Irvin', 'Michael Irvin', 'Michael Irvin', 'Michael Irvin', 'Michael Irvin', 'Michael Irvin', 'Michael Irvin']",Debi Mazar,True
9,4,"['Chuck Liddell', 'Chuck Liddell', 'Chuck Liddell', 'Chuck Liddell', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Mark Dacascos', 'Mark Dacascos', 'Mark Dacascos', 'Mark Dacascos', 'Mark Dacascos', 'Mark Dacascos', 'Mark Dacascos', 'Natalie Coughlin', 'Natalie Coughlin', 'Natalie Coughlin', 'Natalie Coughlin', 'Natalie Coughlin', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Melissa Joan Hart', 'Melissa Joan Hart', 'Melissa Joan Hart', 'Melissa Joan Hart', 'Melissa Joan Hart', 'Melissa Joan Hart', 'Louie Vito', 'Louie Vito', 'Louie Vito', 'Louie Vito', 'Louie Vito', 'Louie Vito', 'Michael Irvin', 'Michael Irvin', 'Michael Irvin', 'Michael Irvin', 'Michael Irvin', 'Michael Irvin', 'Michael Irvin']",Chuck Liddell,True
9,5,"['Natalie Coughlin', 'Natalie Coughlin', 'Natalie Coughlin', 'Natalie Coughlin', 'Natalie Coughlin', 'Melissa Joan Hart', 'Melissa Joan Hart', 'Melissa Joan Hart', 'Melissa Joan Hart', 'Melissa Joan Hart', 'Melissa Joan Hart', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Mark Dacascos', 'Mark Dacascos', 'Mark Dacascos', 'Mark Dacascos', 'Mark Dacascos', 'Mark Dacascos', 'Mark Dacascos', 'Louie Vito', 'Louie Vito', 'Louie Vito', 'Louie Vito', 'Louie Vito', 'Louie Vito', 'Michael Irvin', 'Michael Irvin', 'Michael Irvin', 'Michael Irvin', 'Michael Irvin', 'Michael Irvin', 'Michael Irvin']",Natalie Coughlin,True
9,6,"['Louie Vito', 'Louie Vito', 'Louie Vito', 'Louie Vito', 'Louie Vito', 'Louie Vito', 'Melissa Joan Hart', 'Melissa Joan Hart', 'Melissa Joan Hart', 'Melissa Joan Hart', 'Melissa Joan Hart', 'Melissa Joan Hart', 'Mark Dacascos', 'Mark Dacascos', 'Mark Dacascos', 'Mark Dacascos', 'Mark Dacascos', 'Mark Dacascos', 'Mark Dacascos', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Michael Irvin', 'Michael Irvin', 'Michael Irvin', 'Michael Irvin', 'Michael Irvin', 'Michael Irvin', 'Michael Irvin']",Louie Vito,True
9,7,"['Mark Dacascos', 'Mark Dacascos', 'Mark Dacascos', 'Mark Dacascos', 'Mark Dacascos', 'Mark Dacascos', 'Mark Dacascos', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Michael Irvin', 'Michael Irvin', 'Michael Irvin', 'Michael Irvin', 'Michael Irvin', 'Michael Irvin', 'Michael Irvin', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa']",Mark Dacascos,True
9,8,"['Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Aaron Carter', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa']",Aaron Carter,True
9,9,"['Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa', 'Joanna Krupa']",Donny Osmond,False
10,1,"['Buzz Aldrin', 'Buzz Aldrin', 'Buzz Aldrin', 'Aiden Turner', 'Aiden Turner', 'Aiden Turner', 'Aiden Turner', 'Kate Gosselin', 'Kate Gosselin', 'Kate Gosselin', 'Kate Gosselin', 'Kate Gosselin', 'Shannen Doherty', 'Shannen Doherty', 'Niecy Nash', 'Niecy Nash', 'Niecy Nash', 'Chad Ochocinco', 'Chad Ochocinco', 'Chad Ochocinco', 'Chad Ochocinco', 'Chad Ochocinco', 'Chad Ochocinco', 'Chad Ochocinco', 'Chad Ochocinco', 'Chad Ochocinco', 'Niecy Nash', 'Niecy Nash', 'Niecy Nash', 'Niecy Nash', 'Niecy Nash', 'Jake Pavelka', 'Jake Pavelka', 'Jake Pavelka', 'Jake Pavelka', 'Jake Pavelka', 'Jake Pavelka', 'Pamela Anderson', 'Pamela Anderson', 'Pamela Anderson', 'Pamela Anderson', 'Pamela Anderson', 'Pamela Anderson', 'Pamela Anderson', 'Pamela Anderson']",Buzz Aldrin,True
10,2,"['Shannen Doherty', 'Shannen Doherty', 'Chad Ochocinco', 'Chad Ochocinco', 'Chad Ochocinco', 'Chad Ochocinco', 'Chad Ochocinco', 'Chad Ochocinco', 'Chad Ochocinco', 'Chad Ochocinco', 'Chad Ochocinco', 'Aiden Turner', 'Aiden Turner', 'Aiden Turner', 'Aiden Turner', 'Jake Pavelka', 'Jake Pavelka', 'Jake Pavelka', 'Jake Pavelka', 'Jake Pavelka', 'Jake Pavelka', 'Niecy Nash', 'Niecy Nash', 'Niecy Nash', 'Niecy Nash', 'Niecy Nash', 'Niecy Nash', 'Niecy Nash', 'Niecy Nash', 'Pamela Anderson', 'Pamela Anderson', 'Pamela Anderson', 'Pamela Anderson', 'Pamela Anderson', 'Pamela Anderson', 'Pamela Anderson', 'Pamela Anderson', 'Kate Gosselin', 'Kate Gosselin', 'Kate Gosselin', 'Kate Gosselin', 'Kate Gosselin', 'Buzz Aldrin', 'Buzz Aldrin', 'Buzz Aldrin']",Shannen Doherty,True
10,3,"['Aiden Turner', 'Aiden Turner', 'Aiden Turner', 'Aiden Turner', 'Jake Pavelka', 'Jake Pavelka', 'Jake Pavelka', 'Jake Pavelka', 'Jake Pavelka', 'Jake Pavelka', 'Niecy Nash', 'Niecy Nash', 'Niecy Nash', 'Niecy Nash', 'Niecy Nash', 'Niecy Nash', 'Niecy Nash', 'Niecy Nash', 'Pamela Anderson', 'Pamela Anderson', 'Pamela Anderson', 'Pamela Anderson', 'Pamela Anderson', 'Pamela Anderson', 'Pamela Anderson', 'Pamela Anderson', 'Chad Ochocinco', 'Chad Ochocinco', 'Chad Ochocinco', 'Chad Ochocinco', 'Chad Ochocinco', 'Chad Ochocinco', 'Chad Ochocinco', 'Chad Ochocinco', 'Chad Ochocinco', 'Kate Gosselin', 'Kate Gosselin', 'Kate Gosselin', 'Kate Gosselin', 'Kate Gosselin', 'Buzz Aldrin', 'Buzz Aldrin', 'Buzz Aldrin']",Aiden Turner,True
10,4,"['Aiden Turner', 'Aiden Turner', 'Aiden Turner', 'Aiden Turner', 'Niecy Nash', 'Niecy Nash', 'Niecy Nash', 'Niecy Nash', 'Niecy Nash', 'Niecy Nash', 'Niecy Nash', 'Niecy Nash', 'Jake Pavelka', 'Jake Pavelka', 'Jake Pavelka', 'Jake Pavelka', 'Jake Pavelka', 'Jake Pavelka', 'Pamela Anderson', 'Pamela Anderson', 'Pamela Anderson', 'Pamela Anderson', 'Pamela Anderson', 'Pamela Anderson', 'Pamela Anderson', 'Pamela Anderson', 'Chad Ochocinco', 'Chad Ochocinco', 'Chad Ochocinco', 'Chad Ochocinco', 'Chad Ochocinco', 'Chad Ochocinco', 'Chad Ochocinco', 'Chad Ochocinco', 'Chad Ochocinco', 'Kate Gosselin', 'Kate Gosselin', 'Kate Gosselin', 'Kate Gosselin', 'Kate Gosselin']",Aiden Turner,True
